,Unnamed: 0,review_id,rating,title,review_date,user_name,review,response_id,dev_response,response_date,lang,title_expanded,review_expanded
2258,2116,3432976815,4,Good app,2018-11-18T17:39:36Z,Hermandeau,"Worth the free download. I’m consulting it every day here in NorCal, where the smoke is thick.",,,,en,Good app,"Worth the free download . I ’m consulting it every day here in Northern California , where the smoke is thick ."
2259,2449,3432904737,4,Very helpful,2018-11-18T17:13:05Z,RaiderWife,Very helpful.,,,,en,Very helpful,Very helpful .
2260,1396,3432638649,4,Very helpful app here in Northern CA,2018-11-18T15:41:34Z,Camerwa,With the November fires this year the air quality has been really bad. I like that AirVisual helps me track the AQI closer to my home not just for my region.,,,,en,Very helpful app here in Northern California,With the November fires this year the air quality has been really bad . I like that AirVisual helps me track the Air Quality Index closer to my home not just for my region .
2261,624,3430933779,4,Great app!,2018-11-18T05:40:09Z,Mjspgh,Super helpful real time data especially with all of the fires in California right now. I hope they can add more points on the map in the future - that’s the only reason for 4 stars instead of 5.,,,,en,Great app !,Super helpful real time data especially with all of the fires in California right now . I hope they can add more points on the map in the future - that ’s the only reason for 4 stars instead of 5 .
2262,1681,3430520491,4,Nice app,2018-11-18T03:07:06Z,gume chewer 2.0,The fact that it forecasts upcoming air quality is its strength. Very nice and easy to read graphics.,,,,en,Nice app,The fact that it forecasts upcoming air quality is its strength . Very nice and easy to read graphics .
2263,204,3430341633,4,Great!,2018-11-18T02:03:46Z,3mmet,Only wish is that there would be an “add/remove” button next to cities instead of the default being that they are automatically added when you click on a city because you want to see details.,,,,en,Great !,Only wish is that there would be an “ add / remove ” button next to cities instead of the default being that they are automatically added when you click on a city because you want to see details .
2264,1229,3429923649,4,Super helpful,2018-11-17T23:29:06Z,Odetta Fan,This app is super helpful BUT really needs more device owners in more uncovered areas to be maximally effective. Come on people and buy a monitoring device!,,,,en,Super helpful,This app is super helpful BUT really needs more device owners in more uncovered areas to be maximally effective . Come on people and buy a monitoring device !
2265,1369,3429189884,4,my air guide,2018-11-17T18:28:10Z,Joyce Dana,so easy to use to get the info I need to help me do the necessary things to protect my health and that of my family's.,,,,en,my air guide,so easy to use to get the info I need to help me do the necessary things to protect my health and that of my family 's .
2266,837,3429103931,4,Very helpful!,2018-11-17T17:55:20Z,EricBirder,The only demerit is the search function for cities isn’t the best. Sometimes have to search twice or more to find my target.,,,,en,Very helpful !,The only demerit is the search function for cities is n’t the best . Sometimes have to search twice or more to find my target .
2267,19,3428588802,4,Good,2018-11-17T15:04:53Z,jinkn108,"I find this to be very accurate, and helps us manage decisions as it relates to living w/asthma. I wish it would send alerts, like a text or banner on my phone. I have set it up to send notifications, however this feature isn’t working. I signed up for an account to see if this would fix it, but it didn’t.",,,,en,Good,"I find this to be very accurate , and helps us manage decisions as it relates to living w / asthma . I wish it would send alerts , like a text or banner on my phone . I have set it up to send notifications , however this feature is n’t working . I signed up for an account to see if this would fix it , but it did n’t ."
2268,888,3427406925,4,Informative and helpful,2018-11-17T08:54:45Z,Bokehbob,Works as expected and provides information that gives one a global perspective as well as detailed local air conditions.,,,,en,Informative and helpful,Works as expected and provides information that gives one a global perspective as well as detailed local air conditions .
2269,1485,3426993634,4,Good and useful,2018-11-17T06:18:59Z,Fat fat Fay,Good and useful to know the air quality around you and the cities you want to know.,,,,en,Good and useful,Good and useful to know the air quality around you and the cities you want to know .
2270,1702,3426531101,4,Good app,2018-11-17T03:19:14Z,DrDan007,Works well at providing current air quality.,,,,en,Good app,Works well at providing current air quality .
2271,1486,3426500723,4,Great tool when the AQI is questionable.,2018-11-17T03:08:23Z,Dwolff001,I think it could use a few improvements but a good app.,,,,en,Great tool when the Air Quality Index is questionable .,I think it could use a few improvements but a good app .
2272,1556,3426446478,4,Easy to use,2018-11-17T02:48:30Z,Steve2018Martinez,Easy and straight forward. I would like to get readings closer to my home in Martinez CA but I like it so far.,,,,en,Easy to use,Easy and straight forward . I would like to get readings closer to my home in Martinez California but I like it so far .
2273,444,3425759443,4,Useful info,2018-11-16T22:24:25Z,dropshadow51,"Glad to have the info, but the interface is sometimes confusing. Would be nice to have more feedback when things are tapped and more consistent navigation.",,,,en,Useful info,"Glad to have the info , but the interface is sometimes confusing . Would be nice to have more feedback when things are tapped and more consistent navigation ."
2274,527,3425710477,4,Helpful but...,2018-11-16T22:03:32Z,Native415,"I have used this extensively during Northern California AQI disaster, but I am getting 2 readings for San Francisco. One always matches the local reported level, the other is always much higher. Still, it is useful in monitoring current conditions.",,,,en,Helpful but ...,"I have used this extensively during Northern California Air Quality Index disaster , but I am getting 2 readings for San Francisco . One always matches the local reported level , the other is always much higher . Still , it is useful in monitoring current conditions ."
2275,1163,3424817439,4,Air quality,2018-11-16T15:56:11Z,aka pela,"Great app, let’s you look at air quality in your area or all over the world and also a map to see air flow.",,,,en,Air quality,"Great app , let ’s you look at air quality in your area or all over the world and also a map to see air flow ."
2276,1599,3423448958,4,Great app!,2018-11-16T08:21:45Z,lclarkaz,Would be even better if there were more reporting sites.,,,,en,Great app !,Would be even better if there were more reporting sites .
2277,702,3422284297,4,Helpful assuming it is accurate,2018-11-16T00:39:47Z,Sethster123,My concern is I have nothing to compare the data to so I just assume. Living near the N California fires I have no choice. The app it self has a fairly smooth and functional interface.,,,,en,Helpful assuming it is accurate,My concern is I have nothing to compare the data to so I just assume . Living near the N California fires I have no choice . The app it self has a fairly smooth and functional interface .
2278,1489,3422081732,4,Camp Fire,2018-11-15T23:16:17Z,Jetkay12,With all of the fires going on around us in California this has been so helpful in monitoring the air quality.,,,,en,Camp Fire,With all of the fires going on around us in California this has been so helpful in monitoring the air quality .
2279,1081,3421870792,4,Great,2018-11-15T21:43:45Z,Dandouchi,"... though I do wish it had more cities to choose from, other than the major ones.",,,,en,Great,"... though I do wish it had more cities to choose from , other than the major ones ."
2280,785,3418988733,4,Good but...,2018-11-15T02:50:57Z,Griztard,Good app. Not too many locations available so you’ll need to go to the closest area. Hopefully someone close by has a meter near you so you can have a accurate reading.,,,,en,Good but ...,Good app . Not too many locations available so you ’ll need to go to the closest area . Hopefully someone close by has a meter near you so you can have a accurate reading .
2281,1747,3417111278,4,Great reference app to plan your day,2018-11-14T13:58:55Z,Shamu10,Get this app to plan your week’s activities.,,,,en,Great reference app to plan your day,Get this app to plan your week ’s activities .
2282,303,3414753592,4,"Very useful, especially around bad air days",2018-11-13T22:24:58Z,Paul_light_sleeper,"The number of local air quality stations is wide in the CA Bay Area, but there are still gaps in areas with no monitors.  That should improve over time, as the monitors only cost $250 and a lot of people are buying them.  The world map view is difficult to use and does not provide boundaries or crosshairs to orient the user’s location.",,,,en,"Very useful , especially around bad air days","The number of local air quality stations is wide in the California Bay Area , but there are still gaps in areas with no monitors .   That should improve over time , as the monitors only cost $ 250 and a lot of people are buying them .   The world map view is difficult to use and does not provide boundaries or crosshairs to orient the user ’s location ."
2283,1135,3410360696,4,Helpful visual indications,2018-11-12T16:34:17Z,SFDoug,"This app takes EPA data and makes it easy to understand, including whether it’s time to put on the N95 mask to keep safe.",,,,en,Helpful visual indications,"This app takes EPA data and makes it easy to understand , including whether it ’s time to put on the N95 mask to keep safe ."
